Question;Réponse
Combien de dents possède un dauphin ?;Le dauphin possède 200 dents, ce qui est énorme, puisque nous n’en possédons que 32 
"Qu&rsquo;appelle-t-on le melon du dauphin ?";Le melon du dauphin n’est pas son fruit préféré 
"Le dauphin est-il équipé d&rsquo;une sorte de radar ?";Oui 
"Comment s&rsquo;appelle le nez du dauphin ?";Le nez du dauphin s’appelle le rostre
Les hommes et les dauphins sont-ils amis ?;On raconte que certains dauphins ont sauvé des humains de la noyade ou auraient aidé des pêcheurs à attraper du poisson
Pourquoi doit-on trier les déchets ?;On doit trier les déchets car ils sont recyclés et réutilisés pour fabriquer d’autres objets
Quelles sont les différentes fonctions des joueurs de foot ?;Comme dans tous les sports, chaque joueur a une fonction particulière
"C&rsquo;est quoi les dents de sagesse ?";Les dents de sagesse sont au nombre de 4 : 2 en haut et 2 en bas
Combien a-t-on de dents ?;Lorsque l’on est petit on n’a que 20 dents
Tous les dinosaures avaient-ils les mêmes dents ?;Eh non 
"Qu&rsquo;appelle-t-on les dents de lait ?";Les dents de lait sont les 20 premières dents qui poussent lorsque l’on est bébé
Comment font les animaux sauvages pour survivre sans eau, dans le désert ?;Les animaux sauvages qui vivent dans le désert trouvent de quoi boire grâce à l’eau contenue dans le sang des animaux qu’ils tuent pour se nourrir
Pourquoi Mickey porte-t-il des gants ?;Mickey Mouse apparaît en 1928 dans un dessin animé produit par Disney
Pourquoi Mickey porte-t-il des gants ?;Mickey Mouse apparaît en 1928 dans un dessin animé produit par Disney
À quoi servaient les temples grecs ?;Les Grecs construisirent des temples pour vénérer leurs dieux
Où avaient lieu les jeux olympiques ?;Ils se déroulaient à Olympie, en l’honneur de Zeus, le roi des dieux : le lieu où vivaient les dieux était le mont Olympe, à Olympie
"Qui régnait sur l&rsquo;Égypte ancienne ?";Les pharaons étaient les rois d’Égypte
"Le nombre d&rsquo;espèces a-t-il diminué pendant le règne des dinosaures ?";Non, absolument pas, c’est même l’inverse 
"Pourquoi les vaches ont-elles toujours l&rsquo;air de mâcher ?";La vache passe presque toute la journée à brouter
"Quelle était la taille du cerveau des dinosaures&nbsp;?";Bien que les dinosaures furent des créatures gigantesques, la plupart d’entre eux avait un tout petit cerveau
Est-ce que les dinosaures ont vraiment existé ?;Oui, bien sûr 
"À l&rsquo;époque des dinosaures, est-ce que d&rsquo;autres animaux vivaient sur la Terre ?";Bien sûr 
De quelle couleur étaient les dinosaures ?;Vert 
Les mammouths ont-ils vécu à la même période que les dinosaures ?;Non, les mammouths n’ont pas vécu à la même période que les dinosaures
Le diplodocus était-il herbivore ou carnivore ?;Le diplodocus était un dinosaure herbivore
Quel règne animal a suivi la disparition des dinosaures ?;Les dinosaures ont disparu, sans doute victime de la chute d’une météorite sur la Terre
"Comment appelle-t-on la plus haute tour d&rsquo;un château fort ?";La plus haute tour d’un château fort s’appelle le donjon
Pourquoi doit-on dormir ?;Lorsque l’on dort, le corps fonctionne au ralenti, ce qui permet à tous les organes et particulièrement au cerveau de se reposer
Comment vaut-il mieux se laver ?;Il vaut mieux se laver en privilégiant une courte douche et surtout bien couper l’eau pendant que l’on se lave
"Que sont les douves d&rsquo;un château fort ?";Les douves d’un château fort sont des immenses fossés remplis d’eau qui entourent la forteresse
Est-ce que les dinosaures ont vraiment existé ?;Oui, bien sûr 
"Comment les pirates annonçaient-ils le début d&rsquo;une attaque ?";Pour annoncer une attaque, les pirates hissaient le drapeau noir
Le cheval est-il gentil ?;Le cheval n’est ni méchant, ni gentil
Comment les chevaux sont-ils dressés ?;Le cheval est un animal craintif, donc plus facile à dresser que certains autres animaux
Le chameau a-t-il une ou deux bosses ?;Le chameau a deux bosses
Combien de temps dure un match de foot ?;Un match est composé de deux périodes de 45 minutes que l’on appelle des mi-temps
"D&rsquo;où viennent les glaçons ?";Eh oui 
"Où va l&rsquo;eau des toilettes ?";L’eau des toilettes est transportée dans des tuyaux jusqu’à des usines de nettoyage
"D&rsquo;où provient l&rsquo;eau que les pompiers utilisent pour éteindre les feux ?";Avec leur camion rouge équipé d’un long tuyau que l’on appelle lance à incendie, les pompiers déverse de l’eau sur les feux
Pourquoi y a-t-il de la neige en haut des montagnes ?;Tout en haut des hautes montagnes, l’air est très froid 
"Pourquoi faut-il économiser l&rsquo;eau ?";Les êtres humains, les plantes et les animaux ont besoin d’eau pour vivre
"Sur Terre, tous les individus ont accès à l&rsquo;eau potable ?";Malheureusement non 
"Est-ce que les écailles des poissons grandissent&nbsp;?";Eh oui 
"D&rsquo;où viennent les éclairs ?";Les éclairs dans le ciel viennent de la foudre, une étincelle géante qui se forme à l’intérieur d’un nuage d’orage, chargé d’électricité
"Au Moyen Âge, est-ce que les enfants allaient à l&rsquo;école ?";Très peu d’enfants allaient en classe, car peu d’écoles existaient
Existe-t-il des maisons en paille et en bois ?;Oui 
Comment vaut-il mieux se laver ?;Il vaut mieux se laver en privilégiant une courte douche et surtout bien couper l’eau pendant que l’on se lave
Que doit-on faire pour respecter les arbres ?;Les arbres sont vivants et sont les poumons de la planète 
"Qu&rsquo;appelle-t-on des éoliennes ?";Les éoliennes sont des sortes de grands moulins à vent qui produisent de l’électricité
"C&rsquo;est quoi le climat ?";Tu as peut-être remarqué que les arbres ne sont pas les mêmes d’une région à l’autre : la jungle équatoriale, la savane africaine ou les forêts tempérées… Même si la météo change tous les jours, elle..
"Pourquoi faut-il économiser l&rsquo;eau ?";Les êtres humains, les plantes et les animaux ont besoin d’eau pour vivre
"Comment s&rsquo;appelait l&rsquo;écriture chez les Égyptiens ?";L’écriture chez les Égyptiens s’appelle les hieroglyphes
Les Égyptiens savaient-ils écrire ?;Dans l’Égypte ancienne, seuls les princes et les scribes savaient écrire
À quel âge devenait-on chevalier ?;Vers 7 ans, le futur chevalier entrait au service d’un noble, en tant que page
Le cheval est-il gentil ?;Le cheval n’est ni méchant, ni gentil
Pourquoi y a-t-il des plaques sur le sol de Paris ?;Les plaques sur le sol de Paris permettent de fermer l’accès aux égouts
"Quel est l&rsquo;homme qui a déchiffré les hiéroglyphes ?";L’homme qui a su déchiffrer les hiéroglyphes est Jean-François Champollion
"Dans l&rsquo;Égypte ancienne, les momies n&rsquo;existaient-elles que pour les hommes ?";Eh non 
Avec quel matériau les Égyptiens construisaient-ils leurs maisons ?;Les Égyptiens construisaient leurs maisons avec des briques fabriquées à partir de boue séchée, issue du Nil
"Comment s&rsquo;appelait l&rsquo;écriture chez les Égyptiens ?";L’écriture chez les Égyptiens s’appelle les hieroglyphes
Quel animal était sacré pour les Égyptiens ?;Il s’agit du crocodile
"D&rsquo;où vient la lumière des lampes ?";La lumière arrive dans les maisons grâce à l’électricité qui vient par des fils, cachés à l’intérieur des murs
"Quel animal donne une fessée à son petit lorsqu&rsquo;il n&rsquo;est pas sage ?";C’est la maman éléphant
Quelles sont les principales émotions ?;Les principales émotions sont au nombre de six : la joie, la tristesse, la peur, la colère, le dégoût et la surprise
"Pourquoi les empereurs romains levaient-ils le pouce lors d&rsquo;un combat de gladiateurs ?";Les empereurs romains levaient ou baissaient le pouce lors des jeux, à la fin d’un combat de gladiateurs
Jules César fut-il empereur romain ?;Eh non 
Qui était Jules César ?;Jules César était un grand général de l’armée romaine, qui en réalité n’a jamais été empereur 
Qui étaient vraiment les Romains ?;Les Romains étaient le peuple de Rome, capitale de l’Italie actuelle, il y a plus de 2 000 ans
Pourquoi doit-on manger ?;Le corps a besoin de nourriture pour bien fonctionner, comme une voiture a besoin d’essence 
"Qu&rsquo;appelle-t-on des éoliennes ?";Les éoliennes sont des sortes de grands moulins à vent qui produisent de l’électricité
Existe-t-il des maisons en paille et en bois ?;Oui 
Le pétrole risque-t-il de complètement disparaître ?;Oui, bien sûr 
"Au Moyen Âge, est-ce que les enfants allaient à l&rsquo;école ?";Très peu d’enfants allaient en classe, car peu d’écoles existaient
"Que sont les petits rats de l&rsquo;Opéra ?";Les petits rats de l’opéra sont les jeunes élèves de l’école de danse de l’Opéra de Paris
"Que sont les douves d&rsquo;un château fort ?";Les douves d’un château fort sont des immenses fossés remplis d’eau qui entourent la forteresse
Pourquoi les pirates ont-ils des surnoms ?;C’est une façon de faire peur à leurs ennemis
"Qu&rsquo;est-ce qu&rsquo;une éolienne ?";C’est une immense machine, formée de 3 pales, comme une hélice, qui tourne et produit de l’électricité, grâce à la force du vent
Trouve-t-on vraiment des éponges dans la mer ?;Eh oui 
"C&rsquo;est quoi un supporter ?";Un supporter c’est une personne, homme ou femme, qui soutient une équipe de football
Comment les pompiers sont-ils équipés ?;Les pompiers, heureusement, ont des équipements très adaptés 
"À quoi sert le numéro sur le maillot d&rsquo;un footballeur ?";Grâce à leur maillot, les joueurs d’une équipe se reconnaissent sur le terrain
"C&rsquo;est quoi exactement un volcan ?";Un volcan c’est un trou dans la Terre
Qui devenait pirate ?;C’étaient souvent d’anciens corsaires au service du roi qui décidaient d’attaquer des navires pour leur propre compte
"Comment dorment les astronautes, dans l&rsquo;espace ?";Dans l’espace, il n’y a pas de gravité terrestre, c’est-à-dire que rien n’est retenu au sol
De quoi sont constituées les étoiles ?;Les étoiles sont composées de gaz, comme l’air qui nous entoure
A-t-on déjà vu des extraterrestres ?;On n’a encore jamais vraiment eu la preuve infaillible que les extraterrestres existent
"C&rsquo;est quoi une comète ?";Une comète est une boule de glace et de poussières qui tourne autour du Soleil
"C&rsquo;est quoi une météorite ?";Une météorite est un énorme caillou qui traverse l’espace et tombe sur la Terre
"Qui dirigeait les cérémonies sacrées, chez les Indiens d&rsquo;Amérique ?";Celui qui dirigeait les cérémonies sacrées chez les Indiens d’Amérique était le chef de la tribu
Comment font les étoiles de mers pour manger ?;Les étoiles de mer raffolent des coquillages
De quoi sont constituées les étoiles ?;Les étoiles sont composées de gaz, comme l’air qui nous entoure
Quelle est la différence entre une étoile et une planète ?;La différence entre une étoile et une planète se trouve dans sa taille
"C&rsquo;est quoi l&rsquo;Univers ?";L’Univers, c’est tout ce qui nous entoure : les étoiles, les planètes, l’espace… Il est infiniment grand 
Le Soleil est-il une étoile ?;Eh oui 
Les étoiles filantes sont-elles des étoiles ?;Eh bien non 
Comment font les étoiles de mers pour manger ?;Les étoiles de mer raffolent des coquillages
"C&rsquo;est quoi une comète ?";Une comète est une boule de glace et de poussières qui tourne autour du Soleil
"Comment s&rsquo;appelle la monnaie que l&rsquo;on utilise en Europe ?";La monnaie utilisée en Europe s’appelle l’euro
"Comment s&rsquo;appelle la monnaie que l&rsquo;on utilise en Europe ?";La monnaie utilisée en Europe s’appelle l’euro
Pourquoi appelait-on les soldats de la Première Guerre mondiale des poilus ?;Deux raisons : la première est que, dans les tranchées, il n’y avait aucun répit pour se laver ou se raser
Pourquoi les mammouths ont-ils disparu ?;Les mammouths se sont éteints car leur fourrure n’était plus adaptée au climat
Comment les dinosaures se sont-ils éteints ?;Les dinosaures se seraient éteints après la chute d’une énorme météorite sur la Terre
Combien de temps les dinosaures ont vécu sur Terre ?;Les premiers dinosaures sont apparus il y a à peu près 230 millions d’années et les derniers se sont éteints il y a environ 65 millions d’années
A-t-on déjà vu des extraterrestres ?;On n’a encore jamais vraiment eu la preuve infaillible que les extraterrestres existent
Comment fabrique-t-on du verre ?;Pour fabriquer du verre, il faut mélanger du sable avec deux produits chimiques : de la soude et de la chaux que l’on chauffe à 1 600 °C, ce qui est très chaud 
"D&rsquo;où viennent les céréales ?";Les céréales que l’on mange le matin avec du lait viennent des graines des plantes, comme le blé, le riz, le maïs
Qui pique chez les moustiques, le mâle ou la femelle ?;Les moustiques qui piquent sont les femelles 
